sensorId,createdAt,value,lat,lon
5ee63c4adc1438001b233b56,2020-08-17T17:44:03.102Z,0.45,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:40:15.081Z,0.37,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:36:16.626Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:32:23.351Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:28:36.670Z,0.70,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:24:35.713Z,0.90,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:20:39.559Z,0.55,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:16:46.322Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:12:59.839Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:09:15.503Z,0.57,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:05:30.256Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T17:01:38.612Z,0.37,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:57:47.365Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:53:57.571Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:50:11.960Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:46:22.585Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:42:37.662Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:38:51.052Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:34:52.650Z,0.28,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:31:02.697Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:26:58.436Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:23:07.451Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:19:12.635Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:15:22.508Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:11:28.539Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:07:35.745Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T16:03:46.329Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:59:53.341Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:55:56.598Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:51:51.602Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:48:07.010Z,0.22,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:44:19.377Z,0.47,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:40:34.827Z,0.37,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:36:43.798Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:32:58.474Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:29:06.342Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:25:18.631Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:21:30.478Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:17:47.123Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:13:59.467Z,0.62,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:10:03.324Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:06:21.484Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T15:02:31.508Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:58:47.408Z,0.25,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:54:58.372Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:51:10.037Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:47:26.028Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:43:40.231Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:39:52.846Z,0.28,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:36:11.031Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:32:28.272Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:28:45.731Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:25:04.103Z,0.15,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:21:13.829Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:17:22.603Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:13:40.515Z,0.25,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:09:58.059Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:05:35.933Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T14:01:42.272Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:57:45.566Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:53:56.007Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:50:06.736Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:46:21.475Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:42:33.778Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:38:50.694Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:34:37.089Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:30:49.353Z,0.22,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:26:57.551Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:23:12.237Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:19:22.836Z,0.25,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:15:34.320Z,0.22,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:11:50.359Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:08:04.934Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:04:04.561Z,0.17,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T13:00:15.828Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:56:07.693Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:52:16.632Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:48:31.829Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:44:31.695Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:40:30.983Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:36:41.902Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:32:41.984Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:28:40.715Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:24:49.610Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:20:56.765Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:16:42.901Z,0.15,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:12:29.556Z,0.17,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:08:29.282Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:04:40.385Z,0.17,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T12:00:38.186Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:56:44.944Z,0.13,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:52:52.377Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:49:04.358Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:44:57.815Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:41:10.404Z,0.52,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:37:15.961Z,0.35,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:33:22.853Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:29:31.958Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:25:39.899Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:21:45.050Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:17:55.709Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:14:01.940Z,0.22,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:10:13.509Z,0.27,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:06:21.824Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T11:02:28.322Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:58:22.536Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:54:29.881Z,0.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:50:38.810Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:46:38.650Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:42:39.813Z,0.32,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:38:48.862Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:34:54.856Z,0.45,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:31:10.156Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:27:20.038Z,0.35,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:23:15.911Z,0.68,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:19:27.270Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:15:38.622Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:11:49.759Z,1.00,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:07:40.008Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T10:03:45.834Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:59:48.615Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:55:59.892Z,0.25,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:52:07.094Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:48:20.457Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:44:32.587Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:40:41.685Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:36:40.847Z,0.52,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:32:45.343Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:28:54.236Z,0.90,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:25:02.928Z,1.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:21:14.607Z,0.90,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:17:15.354Z,0.80,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:13:10.518Z,0.70,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:09:04.317Z,1.42,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:05:15.562Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T09:01:30.174Z,0.80,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:57:40.300Z,1.03,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:53:49.037Z,1.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:50:03.473Z,1.42,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:46:19.070Z,1.93,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:42:25.132Z,1.70,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:38:29.747Z,0.93,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:34:40.341Z,1.00,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:30:52.137Z,0.43,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:27:01.597Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:23:08.825Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:15:41.291Z,1.05,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:11:44.841Z,0.88,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:07:57.414Z,1.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:04:12.413Z,0.90,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T08:00:28.043Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:52:36.305Z,0.80,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:48:29.827Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:44:40.851Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:40:37.842Z,0.47,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:36:25.508Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:32:37.149Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:28:39.082Z,0.90,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:24:47.188Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:21:02.434Z,0.57,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:17:00.460Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:13:11.146Z,0.77,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:09:09.229Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:05:21.626Z,0.47,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T07:01:34.064Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:57:40.499Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:53:43.546Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:49:35.789Z,0.28,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:45:32.144Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:41:28.017Z,0.47,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:37:33.010Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:33:38.589Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:29:34.249Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:25:45.438Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:21:21.927Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:17:25.306Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:13:33.449Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:09:43.164Z,0.57,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:05:46.516Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T06:01:59.093Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:57:58.695Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:54:02.150Z,0.43,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:50:17.551Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:46:29.323Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:42:25.779Z,0.55,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:38:34.491Z,0.28,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:34:46.117Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:30:41.868Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:26:58.057Z,0.45,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:22:50.869Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:18:45.296Z,0.55,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:14:42.996Z,0.52,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:10:34.016Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T05:06:34.057Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:58:37.956Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:54:41.136Z,0.52,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:50:51.632Z,0.90,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:46:37.981Z,1.00,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:42:47.991Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:38:59.182Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:35:14.533Z,0.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:31:05.338Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:27:10.645Z,0.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:23:21.964Z,0.35,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:19:40.334Z,0.52,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:15:35.547Z,0.35,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:11:42.085Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:07:27.877Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T04:03:32.309Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:59:35.146Z,0.80,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:55:47.631Z,1.00,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:51:53.140Z,1.15,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:47:35.187Z,0.40,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:43:41.513Z,0.35,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:39:41.323Z,0.47,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:35:56.181Z,0.65,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:32:11.874Z,0.75,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:28:28.421Z,1.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:24:42.822Z,0.95,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:20:55.915Z,1.48,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:16:59.818Z,1.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:12:58.567Z,1.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:09:12.825Z,1.45,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:05:22.827Z,0.77,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T03:01:22.615Z,1.00,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:57:37.521Z,0.90,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:53:52.689Z,0.45,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:50:04.420Z,0.73,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:46:16.763Z,0.95,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:42:09.805Z,1.10,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:38:19.472Z,1.05,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:34:29.497Z,0.98,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:30:31.016Z,1.23,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:26:42.200Z,1.12,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:22:57.126Z,1.37,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:19:10.514Z,1.02,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:14:54.211Z,1.30,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:11:10.471Z,1.70,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:07:23.311Z,1.70,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T02:03:31.493Z,2.58,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:59:38.994Z,1.77,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:55:56.181Z,1.37,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:52:13.896Z,1.12,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:48:28.330Z,1.20,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:44:13.402Z,0.70,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:40:29.711Z,0.55,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:36:38.911Z,1.05,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:32:42.074Z,0.80,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:28:42.519Z,0.90,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:24:55.493Z,1.00,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:21:13.712Z,0.68,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:17:28.292Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:13:18.179Z,0.70,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:09:29.002Z,0.77,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:05:21.874Z,0.37,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T01:01:08.335Z,0.50,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T00:56:55.578Z,0.77,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T00:52:50.572Z,0.45,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T00:49:02.202Z,0.60,51.22862,-2.31921
5ee63c4adc1438001b233b56,2020-08-17T00:44:58.637Z,1.05,51.22862,-2.31921
